Região;UF;Município;IBGE;N_Fam_Cad_Geral;N_Fam_Cad_Urbano;N_Fam_Cad_Rural;N_Fam_Cad_Geral_Ext_Pob;N_Fam_Cad_Urbano_Ext_Pob;N_Fam_Cad_Rural_Ext_Pob;N_Pes_Cad;N_Fam_PBF;N_Pes_PBF;N_Crianca_<5_PBF_2018_DAI;%_DAI_Crianca_<5_PBF_2018;N_Crianca_<5_PBF_2019_DAI;%_DAI_Crianca_<5_PBF_2019;N_Crianca_<2_PBF_2018_DAI;%_DAI_Crianca_<2_PBF_2018;N_Estab_AF_2017;N_DAP;N_DAP_CAD;N_Fam_Fomento;N_Cisterna_1;N_Cisterna_2;N_Cisterna_Escola;N_AF_PAA
Sudeste;MG;Joanésia;313610;1097;458;639;578;226;352;2669;590;1532;11;7.64;10;10;5;12.82;435;53;20;17;0;0;0;43
Sudeste;MG;João Monlevade;313620;5494;5477;17;2565;2557;8;14266;2808;8057;78;44509;53;8.29;28;13.86;62;13;0;0;0;0;0;1
Sudeste;MG;João Pinheiro;313630;8997;6830;2167;3943;2924;1019;21223;3494;10244;105;11.48;149;12.71;43;44424;1664;273;120;19;0;0;0;68
Sudeste;MG;Joaquim Felício;313640;1236;820;416;415;282;133;2611;421;1208;25;21.55;15;44299;11;39.28;202;72;44;19;0;0;0;111
Sudeste;MG;Jordânia;313650;1724;1367;357;885;658;227;5055;943;3238;36;17.91;22;9.87;11;20.75;504;215;97;20;148;0;3;18
Sudeste;MG;José Gonçalves de Minas;313652;798;307;491;476;156;320;2412;444;1470;10;44446;12;8.28;7;15.91;385;217;153;110;331;21;0;0
Sudeste;MG;José Raydan;313655;1154;570;584;663;300;363;2836;638;1907;21;11.23;18;9.94;13;27.66;247;200;132;70;0;0;0;179
Sudeste;MG;Josenópolis;313657;1180;680;500;724;389;335;3058;661;1932;27;17.31;25;17.24;13;29.55;521;370;316;93;343;0;0;0
Sudeste;MG;Juatuba;313665;5104;5055;49;2606;2571;35;13301;1953;6028;81;11.36;121;16.85;29;16.96;18;14;3;10;0;0;0;2
Sudeste;MG;Juiz de Fora;313670;49917;49016;901;14945;14607;338;120976;17137;49385;482;9.99;463;10.88;190;44270;564;77;15;5;0;0;0;0
Sudeste;MG;Juramento;313680;1074;716;358;614;409;205;2780;555;1594;19;10.61;18;12.41;9;44393;176;253;160;158;0;0;0;35
Sudeste;MG;Juruaia;313690;823;479;344;196;108;88;2477;268;963;9;6.77;11;44511;6;20;912;300;34;0;0;0;0;0
Sudeste;MG;Juvenília;313695;1890;1154;736;915;563;352;4924;922;2877;17;7.17;20;9.35;9;44328;322;887;720;78;39;414;5;49
Sudeste;MG;Ladainha;313700;3009;963;2046;2014;577;1437;9263;2041;7200;110;15.51;124;19.44;43;20.67;1749;662;401;49;0;0;2;60
Sudeste;MG;Lagamar;313710;1509;1331;178;722;616;106;3345;606;1687;10;6.45;20;44390;6;10.52;701;135;29;0;0;0;0;1
Sudeste;MG;Lagoa da Prata;313720;5908;5816;92;1775;1732;43;15985;1822;5440;58;12.45;36;7.78;17;13.71;232;92;9;0;0;0;0;0
Sudeste;MG;Lagoa dos Patos;313730;1431;1139;292;696;543;153;3091;566;1560;33;17.19;25;13.23;12;24;327;344;239;142;0;0;0;291
Sudeste;MG;Lagoa Dourada;313740;1731;1220;511;287;205;82;6067;569;2169;33;14.35;21;10.55;19;31.14;483;135;35;0;0;0;0;0
Sudeste;MG;Lagoa Formosa;313750;2097;1874;223;819;752;67;5447;796;2363;53;44428;39;44330;12;44368;1203;274;27;0;0;0;0;56
Sudeste;MG;Lagoa Grande;313753;2254;1727;527;820;676;144;5330;747;2163;29;11.65;44;14.67;8;10.53;499;142;66;0;0;0;0;24
Sudeste;MG;Lagoa Santa;313760;5700;5642;58;2069;2043;26;15382;2038;6331;70;8.89;70;10.19;22;10.48;34;16;1;0;0;0;0;0
Sudeste;MG;Lajinha;313770;4083;2759;1324;2464;1524;940;11231;2270;7309;79;10.22;91;44420;34;15.45;1552;627;207;4;0;0;0;5
Sudeste;MG;Lambari;313780;4104;3530;574;935;801;134;10617;1129;3554;40;9.32;33;8.35;14;14;1100;480;138;0;0;0;0;0
Sudeste;MG;Lamim;313790;520;193;327;283;89;194;1529;298;941;4;44353;6;9.84;2;11.76;257;57;21;6;0;0;0;1
Sudeste;MG;Laranjal;313800;1409;1241;168;555;473;82;3101;498;1297;35;44520;10;44262;18;38.3;650;170;51;0;0;0;0;0
Sudeste;MG;Lassance;313810;1663;1115;548;1051;685;366;4115;845;2485;67;44220;49;17.88;17;20.48;471;317;155;53;0;0;0;100
Sudeste;MG;Lavras;313820;18082;17296;786;2945;2698;247;45551;3763;11354;114;9.29;159;13.75;52;44243;522;124;26;0;0;0;0;0
Sudeste;MG;Leandro Ferreira;313830;406;308;98;101;75;26;1159;129;418;4;6.78;4;6.56;1;8.33;143;14;1;0;0;0;0;0
Sudeste;MG;Leme do Prado;313835;920;621;299;429;282;147;2633;454;1399;3;2.52;5;44200;1;44380;198;261;207;120;0;0;0;85
Sudeste;MG;Leopoldina;313840;7631;7265;366;1283;1217;66;19620;2226;7156;67;9.27;83;14;26;44270;737;180;34;1;0;0;0;0
Sudeste;MG;Liberdade;313850;997;802;195;374;275;99;2393;465;1263;5;4.35;9;9.78;2;7.14;321;60;16;3;0;0;0;0
Sudeste;MG;Lima Duarte;313860;2684;2183;501;946;759;187;6954;1132;3214;34;9.91;21;7.37;10;10.64;448;108;17;16;0;0;0;43
Sudeste;MG;Limeira do Oeste;313862;1321;1014;307;302;254;48;2760;319;935;8;4.32;4;3.36;5;8.93;420;179;114;0;0;0;0;0
Sudeste;MG;Lontra;313865;2654;1651;1003;1659;1021;638;6863;1346;4049;34;44235;23;6.17;14;44238;438;642;511;92;31;23;0;21
Sudeste;MG;Luisburgo;313867;1418;505;913;605;166;439;4208;761;2557;16;6.58;11;44292;7;10.29;848;224;64;0;0;0;0;0
Sudeste;MG;Luislândia;313868;1725;792;933;1091;437;654;5153;1031;3402;32;8.82;38;44448;16;14.68;377;795;620;134;0;0;0;63
Sudeste;MG;Luminárias;313870;974;863;111;258;210;48;2495;314;902;10;44417;4;6.67;2;10;186;55;7;0;0;0;0;0
Sudeste;MG;Luz;313880;1865;1788;77;703;667;36;4726;762;2077;16;13.79;8;9.52;5;17.85;468;101;6;0;0;0;0;0
Sudeste;MG;Machacalis;313890;2161;1908;253;1266;1085;181;4513;1086;2676;13;5.86;12;5.69;9;15;230;196;103;79;0;0;0;61
Sudeste;MG;Machado;313900;4377;3875;502;787;674;113;12255;1347;4496;96;22.48;73;44544;29;44527;1265;365;67;0;0;0;0;0
Sudeste;MG;Madre de Deus de Minas;313910;710;608;102;122;99;23;2019;201;687;11;19.64;7;21.88;3;30;121;42;6;1;0;0;0;1
Sudeste;MG;Malacacheta;313920;3000;1902;1098;1263;730;533;8858;1640;5360;81;44392;62;12.45;32;24.42;1138;543;280;69;0;0;0;1531
Sudeste;MG;Mamonas;313925;1630;726;904;896;361;535;4036;876;2397;16;8.29;10;5.68;9;44329;1026;831;629;251;89;72;0;94
Sudeste;MG;Manga;313930;4755;3238;1517;2529;1626;903;13893;2524;8332;59;7.53;56;8.14;24;44358;836;1096;802;191;175;243;12;534
Sudeste;MG;Manhuaçu;313940;9123;7649;1474;1714;1197;517;25798;2220;8460;87;44448;66;44539;27;13.64;2126;969;163;2;0;0;0;93
Sudeste;MG;Manhumirim;313950;5441;4682;759;2697;2235;462;11736;2006;5778;61;44265;78;44359;29;14.95;516;360;126;5;0;0;0;14
Sudeste;MG;Mantena;313960;5845;5094;751;1272;1035;237;13770;1946;5426;92;14.42;114;19.79;40;25.32;986;254;114;13;0;0;0;29
Sudeste;MG;Mar de Espanha;313980;1322;1184;138;365;328;37;3391;434;1385;13;7.26;8;8.42;5;9.43;231;37;4;1;0;0;0;0
Sudeste;MG;Maravilhas;313970;1561;1271;290;850;671;179;4108;638;1932;13;5.78;17;9.34;2;3.44;199;55;37;0;0;0;0;85
Sudeste;MG;Maria da Fé;313990;1963;1219;744;531;310;221;6039;758;2641;20;8.47;16;6.45;8;44328;477;83;21;0;0;0;0;0
Sudeste;MG;Mariana;314000;10010;7940;2070;5528;4289;1239;25048;4414;13013;83;44414;84;8.65;39;9.53;392;205;59;40;0;0;0;0
Sudeste;MG;Marilac;314010;1491;1289;202;922;780;142;3527;718;1999;10;4.35;17;44447;3;4.35;77;6;4;0;0;0;0;80
Sudeste;MG;Mário Campos;314015;2016;1871;145;885;819;66;5428;886;2763;54;13.43;21;8.68;25;20;91;102;17;0;0;0;0;60
Sudeste;MG;Maripá de Minas;314020;529;412;117;69;54;15;1416;138;514;3;5.56;3;5.36;1;6.25;119;9;2;1;0;0;0;0
Sudeste;MG;Marliéria;314030;780;584;196;331;236;95;2204;351;1072;11;9.17;17;13.82;6;19.35;112;60;17;0;0;0;0;37
Sudeste;MG;Marmelópolis;314040;607;325;282;257;120;137;1627;300;868;8;8.99;10;11.49;3;8.82;249;132;75;0;0;0;0;0
Sudeste;MG;Martinho Campos;314050;1932;1093;839;798;451;347;5042;723;2098;22;10.48;31;17.61;7;14.58;323;177;30;0;0;0;0;0
Sudeste;MG;Martins Soares;314053;1883;1210;673;833;473;360;5497;840;2899;47;14.73;58;18.13;20;18.69;535;314;134;0;0;0;0;0
Sudeste;MG;Mata Verde;314055;2264;1885;379;1576;1259;317;5914;1400;4194;53;15.14;36;9.55;18;18.95;304;351;242;65;15;30;0;12
Sudeste;MG;Materlândia;314060;1338;655;683;726;307;419;3445;651;1997;18;44328;13;9.85;8;18.61;233;59;26;24;0;0;0;0
Sudeste;MG;Mateus Leme;314070;4886;4729;157;1746;1694;52;13010;2078;6310;85;44240;99;44361;32;19.16;306;146;18;0;0;0;0;43
Sudeste;MG;Mathias Lobato;317150;981;893;88;597;541;56;2337;527;1497;11;9.48;8;7.55;4;12.51;34;3;1;0;0;0;0;0
Sudeste;MG;Matias Barbosa;314080;2155;2021;134;651;609;42;5494;711;2034;11;6.25;13;6.63;4;10.25;32;12;5;0;0;0;0;0
Sudeste;MG;Matias Cardoso;314085;2319;1061;1258;1150;533;617;6244;1223;3892;51;14.45;54;44215;15;15.79;446;853;596;307;40;77;0;107
Sudeste;MG;Matipó;314090;4954;4252;702;2838;2346;492;12806;2206;7053;69;10.63;108;13.76;28;13.87;816;179;70;1;0;0;0;1
Sudeste;MG;Mato Verde;314100;3064;2229;835;1780;1236;544;7303;1701;4698;41;9.83;43;13.23;18;16.36;734;796;577;293;886;79;1;146
Sudeste;MG;Matozinhos;314110;5083;4932;151;2308;2224;84;13882;1804;5535;54;7.98;55;8.81;21;44358;24;0;0;0;0;0;0;0
Sudeste;MG;Matutina;314120;731;694;37;87;86;1;1691;120;369;8;17.39;2;44448;3;20;330;59;21;0;0;0;0;0
Sudeste;MG;Medeiros;314130;666;499;167;254;170;84;1743;153;506;17;23.61;21;35.59;9;34.62;379;154;37;0;0;0;0;17
Sudeste;MG;Medina;314140;4623;3543;1080;1898;1280;618;12649;2160;6659;66;13.36;50;10.31;23;15.54;1208;614;395;37;522;50;0;22
Sudeste;MG;Mendes Pimentel;314150;1523;912;611;765;418;347;3736;772;2117;12;7.69;14;16.28;4;7.28;429;143;62;11;0;0;0;0
Sudeste;MG;Mercês;314160;2313;1826;487;725;537;188;5870;832;2468;14;5.88;19;9.95;3;6;572;57;33;3;0;0;0;0
Sudeste;MG;Mesquita;314170;937;562;375;515;281;234;2566;509;1454;28;16;10;8.26;7;16.28;452;69;20;9;0;0;0;27
Sudeste;MG;Minas Novas;314180;5599;2321;3278;2770;917;1853;15129;2782;8630;117;13.64;78;8.53;52;19.85;2274;1347;885;125;344;0;0;429
Sudeste;MG;Minduri;314190;633;590;43;248;233;15;1554;286;801;10;19.23;3;7.69;2;44328;59;69;15;0;0;0;0;0
Sudeste;MG;Mirabela;314200;3058;2363;695;1763;1316;447;8387;1689;5139;28;9.27;49;14.24;13;13.54;772;685;432;177;31;0;0;155
Sudeste;MG;Miradouro;314210;2122;1497;625;774;437;337;5388;923;2608;30;11.86;21;10.61;8;10.52;838;226;108;10;0;0;0;0
Sudeste;MG;Miraí;314220;1460;1241;219;404;345;59;3902;551;1692;8;5.13;10;6.49;7;44394;426;140;24;8;0;0;0;0
Sudeste;MG;Miravânia;314225;1095;365;730;666;223;443;3076;653;2061;13;6.13;20;10.26;6;10.72;468;609;445;55;461;386;1;5
Sudeste;MG;Moeda;314230;834;353;481;432;183;249;2108;395;1222;3;2.34;8;6.96;1;2.78;75;36;6;0;0;0;0;1
Sudeste;MG;Moema;314240;1106;991;115;342;299;43;2914;375;1244;10;9.71;8;7.92;4;44542;208;28;1;0;0;0;0;1
Sudeste;MG;Monjolos;314250;496;338;158;112;72;40;1379;151;482;5;9.43;0;0;1;6.67;87;55;34;17;0;0;0;14
Sudeste;MG;Monsenhor Paulo;314260;1021;842;179;425;340;85;2644;404;1308;21;44271;15;12.71;9;25.71;252;135;24;0;0;0;0;38
Sudeste;MG;Montalvânia;314270;3312;1896;1416;2041;1174;867;9197;1962;6101;39;7.85;43;8.62;12;6.67;1032;1890;1288;258;30;286;10;173
Sudeste;MG;Monte Alegre de Minas;314280;3533;3209;324;1372;1233;139;8029;1275;3435;25;44415;30;7.61;11;44328;996;251;48;0;0;0;0;4
Sudeste;MG;Monte Azul;314290;4537;2859;1678;2581;1504;1077;11525;2611;7161;58;9.31;63;10.61;24;13.64;2027;2276;1496;524;1327;47;0;323
Sudeste;MG;Monte Belo;314300;2071;1664;407;475;380;95;5732;666;2118;23;11;13;6.74;9;13.84;1256;365;93;0;0;0;0;2
Sudeste;MG;Monte Carmelo;314310;3964;3646;318;401;357;44;10218;1084;3506;50;8.77;39;9.85;20;12.27;840;174;17;0;0;0;0;0
Sudeste;MG;Monte Formoso;314315;990;379;611;608;214;394;3151;629;2178;18;9.94;19;13.19;9;17.31;393;254;187;69;448;0;8;28
Sudeste;MG;Monte Santo de Minas;314320;3154;2820;334;783;681;102;8402;912;3063;39;9.29;17;7.62;16;44389;786;338;68;0;0;0;0;85
Sudeste;MG;Monte Sião;314340;2515;2075;440;393;304;89;6209;601;1814;28;16.97;17;9.44;6;16.67;815;149;31;0;0;0;0;0
Sudeste;MG;Montes Claros;314330;51025;47423;3602;8212;7301;911;140589;15499;53392;558;44360;650;44544;168;17.79;2495;2171;960;199;0;0;0;1244
Sudeste;MG;Montezuma;314345;1470;581;889;722;224;498;4230;783;2515;31;44242;41;44363;10;44302;795;695;468;88;387;0;0;41
Sudeste;MG;Morada Nova de Minas;314350;826;671;155;128;111;17;2214;208;678;36;31.58;19;19;9;37.5;251;42;8;2;0;0;0;49
Sudeste;MG;Morro da Garça;314360;559;416;143;121;98;23;1617;177;591;5;44235;4;10;1;5.88;86;22;5;0;0;0;0;0
Sudeste;MG;Morro do Pilar;314370;769;627;142;416;333;83;1994;391;1192;10;44328;12;11.43;8;30.77;121;47;37;46;0;0;0;0
Sudeste;MG;Munhoz;314380;1144;781;363;167;95;72;3037;296;1043;18;12.68;22;21.36;5;44239;392;124;25;0;0;0;0;0
Sudeste;MG;Muriaé;314390;14455;13900;555;3389;3254;135;35737;4450;12609;112;8.82;124;10.68;42;44360;1247;344;74;6;0;0;0;64
Sudeste;MG;Mutum;314400;3933;2078;1855;1107;467;640;11643;1754;6130;81;44511;115;15.91;37;18.69;2458;834;275;1;0;0;0;0
Sudeste;MG;Muzambinho;314410;2795;2354;441;610;475;135;7717;799;2917;19;5.88;30;10.14;11;11;1047;484;73;0;0;0;0;114
Sudeste;MG;Nacip Raydan;314420;854;641;213;428;284;144;2069;406;1125;4;3.64;9;11.54;2;4.76;108;58;28;0;0;0;0;0
Sudeste;MG;Nanuque;314430;8039;7426;613;2691;2413;278;19114;3114;8594;51;5.94;39;4.51;25;13.23;387;171;45;5;0;0;0;179
Sudeste;MG;Naque;314435;1932;1822;110;935;876;59;5070;777;2488;30;44265;31;44511;7;11.66;58;10;5;0;0;0;0;2
Sudeste;MG;Natalândia;314437;919;676;243;339;284;55;2307;293;909;4;2.94;5;4.95;2;4.88;166;56;40;25;0;0;0;29
Sudeste;MG;Natércia;314440;626;440;186;87;65;22;1761;213;666;6;8.33;5;7.69;4;22.23;661;198;44;1;0;0;0;0
Sudeste;MG;Nazareno;314450;1472;1251;221;695;567;128;3813;706;2031;37;18.78;11;6.47;11;16.42;435;72;20;0;0;0;0;0
Sudeste;MG;Nepomuceno;314460;3207;2716;491;577;509;68;9592;1075;3770;60;44390;49;12.79;22;19.82;1061;427;92;0;0;0;0;0
Sudeste;MG;Ninheira;314465;2255;739;1516;1499;455;1044;6351;1467;4377;28;8.81;22;10.78;11;14.67;749;585;439;75;359;120;8;0
Sudeste;MG;Nova Belém;314467;911;435;476;624;280;344;2374;587;1641;8;6.35;11;8.87;4;44511;408;106;40;27;0;0;0;2
Sudeste;MG;Nova Era;314470;2403;2183;220;929;842;87;6695;1147;3406;57;44212;28;9.89;18;18.36;89;32;2;0;0;0;0;2
Sudeste;MG;Nova Lima;314480;7436;7354;82;2222;2197;25;20338;2301;6924;60;44448;72;10.59;31;17.51;18;2;0;0;0;0;0;0
Sudeste;MG;Nova Módica;314490;1115;808;307;533;355;178;2867;500;1433;5;44231;6;5.41;3;44511;168;49;27;35;0;0;0;33
Sudeste;MG;Nova Ponte;314500;1678;1649;29;416;407;9;3967;583;1764;34;15.45;28;11.34;17;23.61;212;53;10;0;0;0;0;0
Sudeste;MG;Nova Porteirinha;314505;2092;1165;927;1286;673;613;5008;1071;2921;28;9.52;43;13.44;14;15.22;311;428;244;134;126;52;0;648
Sudeste;MG;Nova Resende;314510;2059;1482;577;670;490;180;5243;880;2709;23;11.27;28;15.38;11;21.57;2515;692;71;0;0;0;0;336
Sudeste;MG;Nova Serrana;314520;5270;5016;254;648;604;44;15722;1148;4081;45;11.57;44;11.46;19;21.59;197;35;4;0;0;0;0;0
Sudeste;MG;Nova União;313660;982;631;351;518;315;203;2723;524;1581;7;44443;22;13.84;2;3.92;364;109;48;0;0;0;0;103
Sudeste;MG;Novo Cruzeiro;314530;5504;1998;3506;3677;1169;2508;17249;3782;12661;68;7.44;101;9.22;31;11.96;2612;1295;818;126;3242;0;0;80
Sudeste;MG;Novo Oriente de Minas;314535;2480;1496;984;1577;859;718;6406;1512;4458;45;44240;89;31.79;7;8.24;450;535;369;84;0;0;0;18
Sudeste;MG;Novorizonte;314537;1136;475;661;653;246;407;3170;613;1947;3;2.14;16;9.82;2;4.26;331;240;160;87;115;0;0;2
Sudeste;MG;Olaria;314540;414;202;212;168;74;94;1024;161;457;9;18.75;11;26.83;3;33.33;141;20;6;5;0;0;0;2
Sudeste;MG;Olhos-d'Água;314545;2002;1230;772;1578;944;634;4662;1193;3387;24;7;21;44445;12;10.71;519;398;295;137;0;0;0;579
Sudeste;MG;Olímpio Noronha;314550;735;686;49;320;298;22;1744;224;636;8;9.41;10;44328;3;10;68;13;5;0;0;0;0;0
Sudeste;MG;Oliveira;314560;4666;4282;384;1275;1175;100;13581;1594;5094;60;12;62;16.27;28;20.44;776;254;39;0;0;0;0;39
Sudeste;MG;Oliveira Fortes;314570;315;210;105;107;56;51;866;120;388;9;25;4;13.33;0;0;128;29;8;0;0;0;0;1
Sudeste;MG;Onça de Pitangui;314580;458;319;139;122;82;40;1353;183;620;6;44328;9;16.36;0;0;213;83;18;0;0;0;0;0
Sudeste;MG;Oratórios;314585;667;533;134;233;180;53;2024;258;910;22;18.97;20;19.42;3;11.54;150;53;16;18;0;0;0;54
Sudeste;MG;Orizânia;314587;2144;758;1386;909;261;648;5701;1048;3304;86;23.37;63;44425;39;35.78;831;245;136;0;0;0;0;0
Sudeste;MG;Ouro Branco;314590;4243;3765;478;1470;1292;178;11212;1398;4141;65;14.13;63;11.21;21;17.95;197;115;24;0;0;0;0;0
Sudeste;MG;Ouro Fino;314600;1945;1615;330;127;105;22;5195;329;1209;20;13.51;17;11.64;11;30.55;1613;285;21;0;0;0;0;0
Sudeste;MG;Ouro Preto;314610;9246;7607;1639;3046;2286;760;22484;3401;10571;104;11.66;134;44269;37;17.79;506;120;52;0;0;0;0;11
Sudeste;MG;Ouro Verde de Minas;314620;2311;1380;931;1552;872;680;5284;1219;3490;31;9.69;57;44363;10;10;463;429;324;142;0;0;0;271
Sudeste;MG;Padre Carvalho;314625;1578;1141;437;1179;864;315;4208;903;2921;54;22.13;42;14.89;28;37.34;305;372;290;127;202;0;0;0
Sudeste;MG;Padre Paraíso;314630;5572;3869;1703;3817;2521;1296;13635;3249;9452;94;44358;90;10.43;36;15;709;468;355;164;85;0;15;60
Sudeste;MG;Pai Pedro;314655;1587;574;1013;568;161;407;4306;691;2218;23;13.53;12;7.89;15;29.42;845;1242;1024;325;733;271;0;299
Sudeste;MG;Paineiras;314640;714;615;99;311;262;49;1661;310;807;8;11.43;12;15;2;7.14;333;85;16;7;0;0;0;82
Sudeste;MG;Pains;314650;839;756;83;302;268;34;1922;327;848;10;9.62;0;0;4;44337;227;110;31;0;0;0;0;18
Sudeste;MG;Paiva;314660;333;249;84;146;99;47;752;139;348;9;19.57;8;19.51;4;30.77;106;20;9;5;0;0;0;0
Sudeste;MG;Palma;314670;1657;1501;156;790;702;88;3701;707;1921;5;2.79;26;14.77;1;1.82;407;115;32;0;0;0;0;0
Sudeste;MG;Palmópolis;314675;1749;1432;317;1174;943;231;4483;1088;3057;44;18.64;29;44422;13;21.31;511;208;138;53;0;0;0;0
Sudeste;MG;Papagaios;314690;2093;1897;196;564;501;63;5630;892;2946;21;6.36;33;9.88;10;11.77;147;16;6;0;0;0;0;3
Sudeste;MG;Pará de Minas;314710;8139;7503;636;2214;2014;200;22536;2815;8309;91;44511;147;17.63;25;44389;428;98;10;0;0;0;0;0
Sudeste;MG;Paracatu;314700;10910;9584;1326;2606;2283;323;29525;3437;11304;83;44327;114;44546;43;21.29;1434;803;321;24;0;0;0;152
Sudeste;MG;Paraguaçu;314720;2207;1886;321;358;315;43;6442;630;2202;25;44237;16;6.69;7;44359;843;450;74;0;0;0;0;45
Sudeste;MG;Paraisópolis;314730;2384;2108;276;641;571;70;6091;868;2531;14;6.36;24;15;10;16.94;862;84;13;0;0;0;0;0
Sudeste;MG;Paraopeba;314740;3051;2591;460;1220;963;257;8453;1407;4406;45;16.67;28;44299;18;44345;182;64;14;12;0;0;0;37
Sudeste;MG;Passa Quatro;314760;1998;1669;329;326;278;48;5808;552;1736;12;7.55;14;10;4;8.69;258;115;35;0;0;0;0;0
Sudeste;MG;Passa Tempo;314770;1105;888;217;191;128;63;3150;241;756;9;16.36;7;13.73;3;25;327;260;64;0;0;0;0;17
Sudeste;MG;Passa Vinte;314780;368;255;113;142;78;64;886;148;402;5;44511;5;44417;3;30;170;30;4;8;0;0;0;0
Sudeste;MG;Passabém;314750;280;148;132;131;61;70;763;137;392;4;44385;5;16.13;1;7.69;127;14;7;17;0;0;0;0
Sudeste;MG;Passos;314790;11984;11638;346;3245;3128;117;31363;3905;11895;45;13.43;104;17.45;19;18.27;890;280;41;0;0;0;0;0
Sudeste;MG;Patis;314795;1585;827;758;1084;532;552;4075;936;2648;31;11.83;23;9.27;14;16.66;326;708;496;68;607;27;0;26
Sudeste;MG;Patos de Minas;314800;11028;10159;869;1854;1665;189;27787;2843;8516;52;7.55;73;9.96;26;44242;2861;572;63;0;0;0;0;0
Sudeste;MG;Patrocínio;314810;9236;8173;1063;2159;1795;364;24067;3296;10238;125;12.94;108;15.84;37;14.57;1969;907;88;0;0;0;0;150
Sudeste;MG;Patrocínio do Muriaé;314820;1282;1150;132;641;566;75;3033;462;1345;18;11.25;19;12.42;8;19.52;346;34;9;0;0;0;0;0
Sudeste;MG;Paula Cândido;314830;1652;1079;573;705;396;309;4797;817;2636;26;11.45;23;44449;13;21.67;645;180;69;47;0;0;0;93
Sudeste;MG;Paulistas;314840;854;411;443;457;199;258;2626;507;1762;20;13.42;16;10.96;5;11.36;180;62;20;0;0;0;0;0
Sudeste;MG;Pavão;314850;2272;1559;713;1594;1061;533;4992;1278;3419;22;6.71;24;44234;14;13.86;375;141;74;41;0;0;0;95
Sudeste;MG;Peçanha;314860;3326;1922;1404;2001;1037;964;9422;1865;5889;138;20.81;91;44213;39;44432;869;233;143;24;0;0;0;270
Sudeste;MG;Pedra Azul;314870;6571;5903;668;3694;3250;444;15770;3366;10238;154;17.44;184;17.59;67;25.97;420;367;268;73;343;0;10;161
Sudeste;MG;Pedra Bonita;314875;1880;565;1315;1306;322;984;5476;1201;4020;39;11.71;35;44540;17;16.51;1264;169;93;0;0;0;0;0
Sudeste;MG;Pedra do Anta;314880;839;601;238;399;258;141;2020;413;1170;9;9;9;14.29;1;3.45;342;124;77;41;0;0;0;0
Sudeste;MG;Pedra do Indaiá;314890;428;233;195;142;68;74;1251;172;541;0;0;4;13.79;0;0;374;107;17;0;0;0;0;17
Sudeste;MG;Pedra Dourada;314900;785;573;212;279;187;92;2030;287;859;8;10.26;6;10.53;3;14.28;229;80;59;24;0;0;0;2
Sudeste;MG;Pedralva;314910;1694;880;814;653;301;352;4705;770;2485;21;6.98;15;44352;12;11.42;718;142;40;0;0;0;0;0
Sudeste;MG;Pedras de Maria da Cruz;314915;2202;1458;744;1228;753;475;6410;1323;4196;67;14.23;70;44455;24;20.69;782;564;435;149;641;119;0;72
Sudeste;MG;Pedrinópolis;314920;499;436;63;218;192;26;1289;178;593;6;8.57;7;8.86;3;44328;113;57;19;2;0;0;0;0
Sudeste;MG;Pedro Leopoldo;314930;5657;5566;91;1782;1744;38;15649;2235;6915;66;44239;73;14.23;26;44549;74;39;4;0;0;0;0;0
Sudeste;MG;Pedro Teixeira;314940;421;276;145;226;153;73;1006;240;596;13;26;2;4.26;7;50;125;16;6;5;0;0;0;0
Sudeste;MG;Pequeri;314950;572;545;27;214;203;11;1419;143;450;7;12.28;8;10.81;2;14.29;71;0;0;0;0;0;0;0
Sudeste;MG;Pequi;314960;864;711;153;484;403;81;1996;334;895;13;10.16;15;11.54;5;15.15;154;21;6;0;0;0;0;0
Sudeste;MG;Perdigão;314970;990;837;153;340;281;59;2887;246;824;59;45.38;40;30.53;13;48.15;313;29;2;0;0;0;0;0
Sudeste;MG;Perdizes;314980;1631;1349;282;632;546;86;4079;541;1675;12;7.55;17;9.94;2;4.76;865;140;20;0;0;0;0;1
Sudeste;MG;Perdões;314990;2525;2352;173;395;372;23;7214;627;1993;25;11.16;26;21.85;8;15.38;405;286;71;0;0;0;0;9
Sudeste;MG;Periquito;314995;1653;914;739;909;462;447;4504;886;2601;24;7.77;23;44236;9;9.89;93;40;20;0;0;0;0;24
Sudeste;MG;Pescador;315000;1129;940;189;528;425;103;2834;519;1552;21;44299;27;17.65;8;44244;96;50;31;6;0;0;0;37
Sudeste;MG;Piau;315010;381;240;141;144;87;57;1031;165;517;7;10.77;11;15.94;1;10;169;33;9;0;0;0;0;0
Sudeste;MG;Piedade de Caratinga;315015;2325;1673;652;1367;945;422;6396;1209;3823;53;44327;53;44358;22;16.54;380;246;135;0;0;0;0;239
Sudeste;MG;Piedade de Ponte Nova;315020;807;714;93;253;226;27;2324;294;942;8;7.48;11;11.34;1;3.45;70;16;4;0;0;0;0;0
Sudeste;MG;Piedade do Rio Grande;315030;612;450;162;86;53;33;1605;155;490;4;7.55;7;13.46;2;16.67;139;45;8;0;0;0;0;0
Sudeste;MG;Piedade dos Gerais;315040;891;520;371;456;240;216;2381;486;1457;11;7.75;3;2.63;3;44448;568;156;53;0;0;0;0;9
Sudeste;MG;Pimenta;315050;1262;1099;163;514;421;93;3148;460;1389;6;44413;7;5.74;1;3.33;515;180;39;0;0;0;0;0
